,Posted.On,BHK,Size,Floor,Area.Type,Area.Locality,City,Furnishing.Status,Tenant.Preferred,Bathroom,Point.of.Contact,Rent,Abby,Adamgosmire,Addy,Akin_Mitu,Burkhalter,Daria,DeYoung,Lucas_Nick,Ternes,Trey,Will
564,5/22/2022,2,900,2 out of 2,Carpet Area,Ramapuram,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.176091259,4.167337792,4.491361694,4.128705234,4.143719501,4.117626428,4.146194236,4.131509596,4.150729084,4.17237889,4.153208173,4.239370084
565,5/17/2022,3,1400,1 out of 6,Carpet Area,Aruna Colony,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.342422681,4.327016968,4.505149978,4.274212315,4.288971977,4.276454367,4.29422355,4.269563095,4.467186727,4.245612427,4.28823644,4.306184241
566,7/7/2022,4,2120,46 out of 76,Carpet Area,"Lodha Marquise, Worli Sea Face",Mumbai,Furnished,Bachelors/Family,5,Contact Agent,5.397940009,4.594563303,5.58546073,5.201226323,5.368123959,5.618992136,5.620426369,5.603025229,5.445090737,5.572870023,5.615375913,5.016787095
567,5/27/2022,3,1300,3 out of 4,Super Area,Rohini Sector 22,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.380211242,4.36798734,4.330413773,4.260748369,4.40222289,4.388257287,4.421634785,4.400622095,4.452971444,4.399726374,4.405864546,4.313965005
568,5/18/2022,3,200,1 out of 4,Carpet Area,Paschim Vihar Block B1,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,4.653212514,4.526524616,4.278753601,4.22047657,4.448043757,4.470983233,4.397553195,4.441600916,4.674149588,4.389634902,4.456390878,4.386055014
569,6/18/2022,4,2400,4 out of 4,Super Area,Preet Vihar,Delhi,Unfurnished,Bachelors,3,Contact Agent,4.602059991,4.632197393,4.330413773,4.609861069,4.886153634,4.874775017,4.864385154,4.906797443,4.815003717,4.881327398,4.905992822,4.239370084
570,5/16/2022,1,450,2 out of 4,Super Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.84509804,3.978722086,3.792391689,3.876739413,3.881869573,3.893179479,3.905001339,3.906314512,3.911794142,3.951090947,3.906054776,3.890637685
571,6/25/2022,3,1500,3 out of 4,Carpet Area,"Somajiguda, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.477121255,4.358549128,4.568201724,4.2796125,4.309945084,4.267930165,4.314238391,4.295155524,4.35704253,4.314350254,4.3123417,4.337705089
572,5/9/2022,3,1800,2 out of 5,Super Area,"Hyder Shah Kote, Chevella Road",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.342422681,4.497648281,5.113943352,4.358207505,4.44607375,4.432326045,4.397722375,4.413850566,4.409868139,4.425172291,4.418159777,4.449348026
573,5/25/2022,2,843,2 out of 3,Super Area,Kovur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3.954242509,4.162811826,4.380211242,4.131738558,4.13176483,4.108027942,4.136001526,4.121124412,4.069303831,4.107377877,4.128541681,4.1754129
574,7/6/2022,2,600,9 out of 11,Carpet Area,"K Raheja Maple Leaf, Powai",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.698970004,4.513161262,4.880813592,4.640806549,4.671862737,4.647360952,4.674303863,4.697526924,4.591628185,4.719904977,4.680099123,4.622007242
575,5/22/2022,2,1000,2 out of 3,Super Area,Airport Area Behala,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,3.954242509,4.216344391,4.301029996,4.236707703,4.126039776,4.13004185,4.08460981,4.122772042,4.132128349,4.14929886,4.12566654,4.232773574
576,5/10/2022,3,1550,3 out of 5,Super Area,"Banjara Hills, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.568201724,4.414336139,5.079181246,4.344866466,4.393640984,4.388708668,4.361373747,4.372386262,4.295049296,4.350017439,4.378160777,4.419869964
577,5/14/2022,3,1110,3 out of 5,Super Area,Electronic City,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.247506824,4.305849619,4.496929648,4.247401039,4.282024625,4.297044586,4.280596254,4.287566767,4.279127708,4.299839806,4.293429961,4.284699651
578,6/11/2022,2,1500,1 out of 2,Carpet Area,"Hayathnagar, NH 9",Hyderabad,Unfurnished,Bachelors,2,Contact Owner,4.079181246,4.165934419,4.612783857,4.180117236,4.177336664,4.178546841,4.17046595,4.175302966,4.217412872,4.164266396,4.182570093,4.275477895
579,7/2/2022,1,300,1 out of 3,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner,3.698970004,3.765584256,3.73239376,3.802175011,3.689691869,3.753497008,3.742195172,3.747235879,3.881352026,3.738198157,3.733956024,3.850394516
580,6/29/2022,1,700,1 out of 5,Super Area,GH Society,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.113943352,4.057386516,4.348304863,4.029060356,4.007511686,4.046450826,4.022992095,4.014306069,4.192200021,4.04257954,4.014592085,4.018192344
581,6/8/2022,3,1600,5 out of 12,Carpet Area,Bandra West,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,5.447158031,4.66645359,5.139879086,4.951449148,5.132783146,5.275788932,5.297279975,5.089615114,5.181730455,5.108322777,5.103038168,4.923640861
582,4/29/2022,1,650,6 out of 10,Super Area,Bhandup West,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.322219295,4.379686259,4.886490725,4.378844491,4.422794959,4.434930073,4.377820068,4.429428618,4.369039939,4.427210296,4.418340945,4.503827883
583,5/24/2022,2,600,1 out of 3,Carpet Area,Battarahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4.041392685,4.042650516,3.86923172,3.984921938,4.007590834,4.009036976,4.009982884,4.024356017,3.870253861,3.951395483,4.035803096,4.044170893
584,6/16/2022,3,773,2 out of 12,Carpet Area,Mysore Road,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,4.301029996,4.303269891,4.294466226,4.402951072,4.376637987,4.419765994,4.376121299,4.403525308,4.329543865,4.422705544,4.432239566,4.430205194
585,6/25/2022,3,1400,5 out of 5,Carpet Area,Salt Lake City,Kolkata,Furnished,Bachelors,3,Contact Agent,4.397940009,4.322829051,4.591064607,4.595599654,4.542695881,4.58061851,4.453469057,4.551469516,4.592403712,4.566773074,4.563202351,4.239370084
586,5/18/2022,2,950,2 out of 3,Carpet Area,Begur,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.041392685,4.146410068,4.382017043,4.147490876,4.154206054,4.15380536,4.155194681,4.159533657,4.484336434,4.113135777,4.172328543,4.194234059
587,6/12/2022,1,500,2 out of 3,Super Area,Guttahalli,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.698970004,3.97391191,3.832508913,3.880132175,3.892356126,3.901346846,3.912616842,3.914627498,3.885490014,3.934501175,3.915508375,3.914292503
588,5/31/2022,2,850,1 out of 2,Super Area,Bilekahalli,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.204119983,4.163527182,4.230448921,4.105243284,4.133232947,4.136935065,4.137249404,4.137229218,4.016355897,4.089566094,4.137845813,4.168794035
589,6/16/2022,3,2000,3 out of 6,Super Area,Frazer Town,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,4.812913357,4.679920372,4.681241237,4.554252541,4.707187352,4.717535043,4.670764963,4.698489191,4.753296517,4.711832382,4.696098643,4.60593631
590,7/4/2022,2,80,1 out of 5,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.447158031,4.173285931,4.255272505,3.834500392,4.181367458,4.121759204,4.088581987,4.096325372,4.288312317,4.096874255,4.082732343,3.977304529
591,7/5/2022,2,870,2 out of 2,Carpet Area,Ambattur,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.079181246,4.13959221,4.568201724,4.124236194,4.137427568,4.112570124,4.140820707,4.146993064,4.208051138,4.111565393,4.147909279,4.239370084
592,6/24/2022,2,1065,15 out of 15,Super Area,"Gaurav Excellency, Mira Road",Mumbai,Furnished,Bachelors/Family,2,Contact Owner,4.397940009,4.570375104,5.025305865,4.652780255,4.687813346,4.858837778,4.660801193,4.713630595,4.777841441,4.71025653,4.698215653,4.239370084
593,7/8/2022,2,1200,2 out of 25,Super Area,Nanakaramguda,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,4.477121255,4.304838234,4.531478917,4.358542043,4.236482557,4.292684812,4.213758611,4.24921727,4.258749853,4.261077955,4.280556774,4.240074286
594,6/4/2022,3,850,6 out of 7,Carpet Area,Goregaon West,Mumbai,Unfurnished,Bachelors,3,Contact Agent,4.740362689,4.673861113,5.056904851,4.770030751,4.853419634,4.761207237,4.865249615,4.85431036,4.740181248,4.880987903,4.860683613,4.682283465
595,7/7/2022,2,1000,4 out of 4,Carpet Area,ITI Layout,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,4.439332694,4.200604462,4.574031268,4.263131087,4.248411001,4.246239607,4.217734876,4.2836186,4.240602776,4.248973524,4.275922784,4.239370084
596,6/4/2022,1,500,1 out of 2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Family,1,Contact Owner,3.698970004,3.944499143,3.838849091,3.852546795,3.854009308,3.883589975,3.875714611,3.836412991,3.9307087,3.844296624,3.83254587,3.832365256
597,5/10/2022,2,80,2 out of 4,Super Area,"Khanpur, Madangir",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.041392685,4.216846807,4.278753601,3.831797092,4.181367458,4.095901101,4.088581987,4.079460806,4.276228455,4.055588127,4.086126752,3.998986195
598,7/6/2022,3,2800,6 out of 30,Carpet Area,Rajajinagar,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,5.447158031,4.598650569,4.755874856,4.759929442,4.958690599,4.963905986,4.905557279,4.939099142,4.896354597,4.959696475,4.971620592,4.669699392
599,5/14/2022,3,800,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,2,Contact Agent,4.176091259,4.293219658,4.330413773,4.357736996,4.42430327,4.44917939,4.435091946,4.445789447,4.286828781,4.464115643,4.456674484,4.422964006
600,6/9/2022,3,840,1 out of 4,Carpet Area,Mukundapur,Kolkata,Unfurnished,Bachelors,2,Contact Owner,4.146128036,4.192296275,4.255272505,4.187251385,4.064679194,4.110026529,4.052553312,4.080793644,4.157144829,4.12114503,4.096323722,4.235778871
601,6/4/2022,2,1100,1 out of 3,Super Area,Kodi Halli,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,4.301029996,4.161610016,4.63447727,4.156198674,4.147318895,4.145583613,4.138185452,4.140091524,4.216688676,4.15225562,4.138263088,4.172853201
602,5/20/2022,2,730,2 out of 3,Super Area,"Santhosapuram, Medavakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,4.128643244,4.330413773,4.112766122,4.108065219,4.089109199,4.116004646,4.1005362,4.01831095,4.118153622,4.108582514,4.154608938
603,7/4/2022,2,826,1 out of 2,Super Area,Medavakkam,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.079181246,4.143270296,4.330413773,4.101467635,4.128199402,4.105172256,4.132975437,4.134891607,4.137856819,4.135668891,4.119230334,4.164391156
604,6/28/2022,1,750,1 out of 1,Super Area,Pammal,Chennai,Unfurnished,Bachelors/Family,1,Contact Agent,3.84509804,3.879682438,3.880813592,4.052796055,4.071734805,4.026444323,4.042205158,4.052523999,4.189123585,3.995373843,4.057063035,4.239370084
605,6/30/2022,2,700,Ground out of 7,Carpet Area,"MUKTA MAHEK, Thakur Complex",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,4.505149978,4.550580836,4.986771734,4.692687764,4.776554238,4.750074832,4.778495737,4.747178182,4.632479968,4.765555959,4.754365938,4.691520801
606,7/6/2022,4,4341,9 out of 15,Carpet Area,Arakere,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,5.113943352,4.672844089,4.949390007,4.78578405,5.104154555,5.284312917,5.304518546,5.308382996,5.117173596,5.33774774,5.29131194,4.856236134
607,6/6/2022,2,1000,1 out of 2,Super Area,"Hayathnagar, NH 9",Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,3.84509804,4.128294839,4.991226076,4.180117236,4.184027297,4.178051414,4.157099959,4.168414977,4.189364929,4.198551102,4.171353988,4.273685163
608,7/6/2022,2,1000,Ground out of 2,Super Area,"Tiruvallur, Kakkalur, Chennai",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,3.812913357,4.140436294,4.330413773,4.110740089,4.164692607,4.134549583,4.164251434,4.166593795,4.127456911,4.173510095,4.139567795,4.172316954
609,5/22/2022,2,720,Upper Basement out of 16,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors,2,Contact Agent,4.672097858,4.583299643,4.880813592,4.65737325,4.658683647,4.631852338,4.642415148,4.644791859,4.69424931,4.682331006,4.677364037,4.634469405
610,7/6/2022,2,900,2 out of 3,Super Area,Choolaimedu,Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.278753601,4.168396287,4.330413773,4.140363516,4.143719501,4.117626428,4.146194236,4.15245894,4.138027117,4.162786659,4.138609579,4.185540542
611,6/16/2022,2,1000,2 out of 2,Super Area,Gachibowli,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.342422681,4.151098697,4.462397998,4.142594283,4.110817949,4.091819663,4.124620993,4.105175666,4.127456911,4.118087812,4.113975842,4.239370084
612,5/14/2022,1,650,3 out of 8,Super Area,Malabar Hill,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,4.929418926,4.46773242,4.908485019,4.441872878,4.506513353,4.529647612,4.439990562,4.495001449,4.367528735,4.514825812,4.492964895,4.547944741
613,6/16/2022,2,850,Ground out of 3,Super Area,Basava Nagar,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.161368002,4.158326971,4.361727836,4.280546312,4.298525678,4.282133099,4.288734771,4.293668862,4.32145748,4.297690223,4.283940376,4.362480096
614,6/3/2022,2,1100,1 out of 4,Super Area,"Padmanabha Nagar, Mehdipatnam",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,4.041392685,4.13965964,4.380211242,4.169349477,4.093444238,4.07512339,4.099252776,4.07742049,4.17933766,4.074621121,4.078613102,4.168898595
615,5/25/2022,2,1000,1 out of 2,Super Area,Sholinganallur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.255272505,4.12192491,4.330413773,4.126667186,4.126345789,4.100830863,4.120448511,4.103754441,4.127456911,4.089881167,4.106845854,4.162521744
616,6/16/2022,3,1500,2 out of 3,Carpet Area,"Mahendru Enclave, Model Town",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.556302501,4.416050752,4.330413773,4.314602714,4.51737845,4.509091834,4.506942905,4.499503871,4.623343081,4.533595492,4.514899933,4.414449254
617,5/29/2022,4,2700,11 out of 13,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,4,Contact Owner,4.716003344,4.601748587,5.380211242,4.636667411,4.844830763,4.879256095,4.702149658,4.862567662,4.819380057,4.890650553,4.860963644,4.668477126
618,7/9/2022,2,1000,3 out of 15,Super Area,"7 Bungalow, Seven Bungalows",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.875061263,4.71916129,5.029383778,4.705493948,4.755755164,4.89687149,4.781561133,4.745896689,4.969850851,4.762723134,4.738759603,4.758262537
619,5/28/2022,1,150,4 out of 4,Carpet Area,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,3.875061263,4.034420004,3.73239376,3.830298134,4.059063933,4.013410974,3.980051043,4.024119318,3.920838123,4.03668986,4.037561159,4.239370084
620,5/17/2022,1,600,Ground out of 3,Super Area,Iyyappanthangal,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.84509804,3.886307512,3.84509804,3.88293041,3.913329233,3.890056818,3.927969097,3.910644892,3.907785476,3.869616267,3.904933492,3.872732152
621,7/4/2022,1,600,3 out of 4,Super Area,"State Bank Of India Colony, Hegganahalli",Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,4.009877157,3.857332496,3.922626375,3.913329233,3.91778712,3.927969097,3.958678103,4.006135509,3.956621893,3.937747307,3.938244494
622,5/25/2022,3,1503,3 out of 7,Carpet Area,Ram Nagar-Nanganallur,Chennai,Semi-Furnished,Family,2,Contact Owner,4.531478917,4.438911219,4.330413773,4.300382458,4.364448934,4.353000969,4.360126567,4.308016003,4.365098996,4.30720018,4.327566564,4.327545498
623,5/13/2022,1,250,1 out of 2,Super Area,"Phool Bagan, Kankurgachi",Kolkata,Furnished,Bachelors/Family,1,Contact Owner,3.544068044,3.768128672,3.716003344,3.84362847,3.801270528,3.828648776,3.809397975,3.819918978,3.693571685,3.811637749,3.820059903,3.916677725
624,6/29/2022,2,650,2 out of 3,Super Area,Arcot Road Virugambakkam,Chennai,Semi-Furnished,Bachelors/Family,1,Contact Owner,4,4.124743659,3.851258349,4.006091556,4.018077387,3.989577438,4.018172794,4.017839585,3.969009089,4.041201836,4.026677861,4.070606784
625,6/18/2022,3,1800,2 out of 4,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,4.431363764,4.501048168,4.330413773,4.518087145,4.745590501,4.706595894,4.765189562,4.711399231,4.621825518,4.699098376,4.720914184,4.572907001
626,5/6/2022,1,400,2 out of 2,Super Area,Shamshabad,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3.77815125,3.865632777,3.84509804,3.839058207,3.779161544,3.780869777,3.828682736,3.792643647,3.807419326,3.813244566,3.798054249,4.239370084
627,7/6/2022,3,889,7 out of 27,Carpet Area,"Oberoi Splendor, JVLR-Jogeshwari Vikhroli Link Road",Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,4.926856709,4.69756467,4.991226076,4.77761463,4.826736617,4.838746495,4.895672472,4.836808963,4.943819241,4.859128624,4.864067504,4.724531893
628,7/6/2022,3,2235,Ground out of 10,Carpet Area,Gachibowli,Hyderabad,Unfurnished,Family,5,Contact Agent,4.662757832,4.48189801,5.431363764,4.648374287,4.737462024,4.808503893,4.64190535,4.727725533,5.006619908,4.748117989,4.723946372,4.717386508
629,7/6/2022,2,950,Ground out of 1,Super Area,Rampally,Hyderabad,Unfurnished,Family,2,Contact Owner,3.84509804,4.048266375,4.322219295,4.065896733,4.061984578,4.065588266,4.073425797,4.039597515,4.745978083,4.042305234,4.004854974,4.127715881
630,5/5/2022,2,1000,Ground out of 2,Super Area,Janakpuri Block B1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4.255272505,4.186186516,4.330413773,4.110740089,4.206695151,4.21303086,4.209978354,4.201106705,4.492311706,4.201618282,4.189425446,4.137633467
631,5/18/2022,3,1250,2 out of 4,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,2,Contact Agent,4.380211242,4.364049812,4.330413773,4.416568366,4.518682249,4.525641379,4.537198201,4.527777819,4.344311953,4.475079804,4.536157892,4.463707555
632,5/12/2022,2,1100,Ground out of 4,Super Area,Mehdipatnam,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.146128036,4.101794399,4.431363764,4.161385929,4.131791056,4.108842111,4.142409446,4.120107308,4.17933766,4.098753336,4.116533105,4.190054924
633,7/6/2022,3,932,14 out of 20,Carpet Area,Powai,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,4.949390007,4.740753132,5.068185862,4.83484309,4.908964399,4.885984076,4.964962699,4.940561107,4.862548472,4.964964754,4.928697988,4.737911325
634,5/26/2022,2,785,4 out of 7,Carpet Area,JB Nagar,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,4.672097858,4.708479016,4.897627091,4.725997642,4.794381379,4.791479029,4.802298065,4.775716078,4.672224031,4.74915023,4.781260755,4.719575354
635,7/6/2022,3,1700,Ground out of 15,Super Area,Gopanapalli,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,4.568201724,4.458387206,5.230448921,4.480744125,4.508819038,4.555719985,4.445474669,4.498351651,4.660956026,4.504178816,4.505601288,4.443527015
636,5/13/2022,2,650,2 out of 2,Super Area,Kodambakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.041392685,4.054886746,4.330413773,4.085806737,4.052939916,4.042090469,4.060026647,4.044070524,4.029572055,4.039771417,4.055421549,4.239370084
637,5/25/2022,2,1100,2 out of 4,Carpet Area,Irumbuliyur,Chennai,Unfurnished,Family,2,Contact Owner,4.113943352,4.1306017,4.330413773,4.177313025,4.147318895,4.13381516,4.138185452,4.093819198,4.234993001,4.092401443,4.107170675,4.180655995
638,7/6/2022,3,1600,1 out of 6,Super Area,Chanda Nagar,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.447158031,4.451342717,5.146128036,4.345265012,4.404127537,4.397410355,4.368570826,4.394275844,4.461165358,4.406149015,4.380825558,4.415426719
639,5/20/2022,3,1200,Ground out of 1,Carpet Area,"Haridevpur, Paschim Putiary",Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,4.301029996,4.293072468,4.414973348,4.150142837,4.178529196,4.204906688,4.158029859,4.189071145,4.304661865,4.21676333,4.189300655,4.301686212
640,6/6/2022,2,803,1 out of 2,Super Area,"Moulivakkam, Moulivakkam",Chennai,Semi-Furnished,Bachelors/Family,2,Contact Owner,4.041392685,4.135031491,4.330413773,4.097744917,4.123375587,4.101313942,4.128891359,4.108954936,4.088362306,4.13800938,4.115167849,4.160129426
641,5/31/2022,2,625,1 out of 3,Carpet Area,Kadabagere,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,3.698970004,4.159097096,4.28780173,4.081676722,4.086043457,4.099400002,4.097667844,4.096235047,4.088925107,4.060657008,4.10799311,4.116784799
642,7/7/2022,1,650,Ground out of 3,Super Area,Jnana Ganga Nagar,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.77815125,3.923303566,3.892094603,3.893481963,3.923815786,3.926057884,3.935706713,3.959618334,3.888873174,3.908273734,3.928141346,3.882247588
643,5/13/2022,3,1500,8 out of 10,Carpet Area,Bandra West,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,5.278753601,4.73133885,5.136720567,4.862680267,5.028091645,5.133674633,5.156539602,4.998590514,5.107663641,5.012884274,5.002670283,4.884268292
644,5/6/2022,3,1500,3 out of 5,Super Area,RTC Colony-Chandanagar,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,4.176091259,4.27628648,5.113943352,4.340543979,4.344807612,4.346301299,4.301578841,4.32138645,4.35908655,4.349023286,4.326211222,4.393036172
645,6/28/2022,2,700,2 out of 7,Carpet Area,Borivali West,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,4.469822016,4.5860024,4.880813592,4.619333824,4.654489026,4.627537372,4.637367565,4.623516826,4.632479968,4.589543349,4.632199779,4.626622723
646,5/18/2022,3,3250,2 out of 6,Carpet Area,Vasanth Nagar,Bangalore,Furnished,Bachelors/Family,4,Contact Agent,5.176091259,4.578262806,4.959041392,4.733323663,5.085209969,5.070717152,5.068167576,5.051123082,5.214645634,5.007271988,5.053412199,4.780103759
647,7/5/2022,3,1300,3 out of 4,Carpet Area,Dakshini Pitampura,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,4.544068044,4.461001875,4.330413773,4.483152197,4.640724968,4.654199243,4.653772058,4.671135884,4.796151251,4.633696392,4.661079778,4.540150371
648,5/12/2022,1,500,1 out of 2,Super Area,Lake Town,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,3.903089987,3.791107382,3.826074803,3.852546795,3.731638082,3.751430369,3.769603315,3.737721905,3.9307087,3.719030893,3.736110551,3.832365256
649,6/28/2022,4,800,Ground out of 1,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,4.544068044,4.102916564,4.447158031,4.188066251,4.220917429,4.250927803,4.150995788,4.252512862,4.208015205,4.202773854,4.251680845,4.332687356
650,4/30/2022,2,875,4 out of 5,Super Area,Attapur,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,3.954242509,4.041728449,4.380211242,4.168962021,4.084601566,4.096540339,4.10268847,4.099396462,4.124126182,4.074490803,4.096268464,4.187263866
651,5/23/2022,3,1645,6 out of 12,Carpet Area,"Electronic City Phase 2, Electronic City",Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,4.477121255,4.533973558,4.633468456,4.566574893,4.632732824,4.620910391,4.60898427,4.621856791,4.673381462,4.638234834,4.637683337,4.556992602
652,4/27/2022,2,850,3 out of 3,Carpet Area,Rohini Sector 23,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,4.176091259,4.167297504,4.330413773,4.143446727,4.175235491,4.187686039,4.182118082,4.189975795,4.374147596,4.146743717,4.1970776,4.239370084
653,5/24/2022,2,836,6 out of 23,Carpet Area,"TATA Falcon Crest, Parel",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,4.903089987,4.645905607,4.977723605,4.707303571,4.683012451,4.705613487,4.672043365,4.665431542,4.689632905,4.596081337,4.7011971,4.677380012
654,7/6/2022,2,400,1 out of 4,Super Area,Karanai,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,4.096910013,4.069048795,4.380211242,4.035996155,4.000507149,4.001081305,4.018361816,4.015385955,4.093909294,4.023449535,4.001356445,4.017625046
655,5/14/2022,1,500,1 out of 1,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,3.698970004,3.844972632,3.838849091,3.830392226,3.769984901,3.785149089,3.803866282,3.779611929,3.718822259,3.803140897,3.797292585,4.239370084
656,7/6/2022,2,1068,1 out of 2,Carpet Area,"Kamakoti Nagar, Pallikaranai",Chennai,Semi-Furnished,Family,2,Contact Owner,4.176091259,4.195328468,4.330413773,4.135339592,4.17895432,4.162076416,4.176660259,4.14674346,4.196158576,4.170095982,4.138950056,4.206866183
657,7/8/2022,3,1190,5 out of 12,Carpet Area,"L Nagpal Ruby, Turner Road",Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,5.255272505,4.737332641,5.093421685,4.82996746,4.963075014,5.013745626,5.048854168,4.950804593,5.130741168,4.983352992,4.945631215,4.810538149
658,6/23/2022,2,400,3 out of 3,Carpet Area,Pant Nagar,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,4.301029996,4.472692825,4.531478917,4.34389316,4.47513284,4.36864319,4.390443731,4.476128308,4.424835695,4.49221602,4.489374494,4.239370084
659,5/14/2022,1,550,13 out of 14,Carpet Area,"Paschim Apartments, Prabhadevi",Mumbai,Semi-Furnished,Bachelors,1,Contact Agent,4.740362689,4.354493955,4.255272505,4.463355302,4.493905236,4.594089337,4.422854609,4.546689854,4.708991793,4.569312943,4.538549459,4.601525282
660,5/26/2022,3,950,7 out of 12,Carpet Area,Chembur East,Mumbai,Unfurnished,Family,3,Contact Agent,4.845091836,4.651300487,5.068185862,4.805583574,4.87439274,4.715022398,4.895043188,4.820168022,4.784196378,4.796568712,4.830051574,4.661782599
661,6/20/2022,2,500,7 out of 10,Super Area,Laggere,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,3.740362689,4.028378203,4.176091259,4.21254259,4.143545468,4.188646277,4.126406543,4.183028651,4.081147454,4.162707421,4.187918693,4.147540987
662,6/29/2022,2,750,Ground out of 2,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,4.255272505,3.938354003,4.278753601,4.241770454,4.116834528,4.115458475,4.088525145,4.101831623,4.323287235,4.130107064,4.100856057,4.327942578
